species_id,park_code,park_name,order,family,scientific_name,common_names,raptor_group,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected,raptor_sci_fam,is_raptor
GRCA-1212,GRCA,Grand Canyon,Columbiformes,Columbidae,Columbina passerina,Common Ground-Dove,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1213,GRCA,Grand Canyon,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,N/A,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
GRCA-1214,GRCA,Grand Canyon,Columbiformes,Columbidae,Patagioenas fasciata fasciata,Band-Tailed Pigeon (fasciata subspecies),N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
GRCA-1215,GRCA,Grand Canyon,Columbiformes,Columbidae,Streptopelia decaocto,Eurasian Collared-Dove,N/A,Approved,Present,Not Native,Common,Breeder,Least Concern,False,,False
GRCA-1216,GRCA,Grand Canyon,Columbiformes,Columbidae,Zenaida asiatica,White-Winged Dove,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
GRCA-1217,GRCA,Grand Canyon,Columbiformes,Columbidae,Zenaida macroura,Mourning Dove,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1218,GRCA,Grand Canyon,Columbiformes,Columbidae,Zenaida macroura marginella,Mourning Dove (marginella subspecies),N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1219,GRCA,Grand Canyon,Coraciiformes,Alcedinidae,Ceryle alcyon,Belted Kingfisher,N/A,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
GRCA-1220,GRCA,Grand Canyon,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,N/A,Approved,Present,Native,Occasional,Breeder,Threatened,True,,False
GRCA-1221,GRCA,Grand Canyon,Cuculiformes,Cuculidae,Crotophaga sulcirostris,Groove-Billed Ani,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1222,GRCA,Grand Canyon,Cuculiformes,Cuculidae,Geococcyx californianus,Greater Roadrunner,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
GRCA-1223,GRCA,Grand Canyon,Falconiformes,Falconidae,Falco columbarius,Merlin,Falcon,Approved,Present,Native,Rare,Winter,Species of Concern,True,Falconidae,True
GRCA-1224,GRCA,Grand Canyon,Falconiformes,Falconidae,Falco columbarius columbarius,Merlin (Tundra Subspecies),Falcon,Approved,Present,Native,Occasional,Winter,Least Concern,False,Falconidae,True
GRCA-1225,GRCA,Grand Canyon,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Falcon,Approved,Present,Native,Rare,Breeder,Species of Concern,True,Falconidae,True
GRCA-1226,GRCA,Grand Canyon,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Falcon,Approved,Present,Native,Common,Winter,Species of Concern,True,Falconidae,True
GRCA-1227,GRCA,Grand Canyon,Falconiformes,Falconidae,Falco peregrinus anatum,Peregrine Falcon (anatum subspecies),Falcon,Approved,Present,Native,Common,Winter,In Recovery,True,Falconidae,True
GRCA-1228,GRCA,Grand Canyon,Falconiformes,Falconidae,Falco sparverius,American Kestrel,Kestrel,Approved,Present,Native,Common,Breeder,Least Concern,False,Falconidae,True
GRCA-1229,GRCA,Grand Canyon,Falconiformes,Falconidae,Falco sparverius sparverius,American Kestrel (sparverius subspecies),Kestrel,Approved,Present,Native,Common,Breeder,Least Concern,False,Falconidae,True
GRCA-1230,GRCA,Grand Canyon,Galliformes,Odontophoridae,Callipepla gambelii,Gambel's Quail,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1231,GRCA,Grand Canyon,Galliformes,Phasianidae,Alectoris chukar,Chukar,N/A,Approved,Present,Not Native,Uncommon,Breeder,Least Concern,False,,False
GRCA-1232,GRCA,Grand Canyon,Galliformes,Phasianidae,Centrocercus urophasianus,Greater Sage-Grouse,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1233,GRCA,Grand Canyon,Galliformes,Phasianidae,Dendragapus obscurus,Blue Grouse,N/A,Approved,Present,Native,Uncommon,Winter,Least Concern,False,,False
GRCA-1234,GRCA,Grand Canyon,Galliformes,Phasianidae,Dendragapus obscurus obscurus,Blue Grouse (obscurus subspecies),N/A,Approved,Present,Native,Uncommon,Winter,Least Concern,False,,False
GRCA-1235,GRCA,Grand Canyon,Galliformes,Phasianidae,Meleagris gallopavo,Wild Turkey,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1236,GRCA,Grand Canyon,Gaviiformes,Gaviidae,Gavia immer,Common Loon,N/A,Approved,Present,Native,Rare,Vagrant,Species of Concern,True,,False
GRCA-1237,GRCA,Grand Canyon,Gaviiformes,Gaviidae,Gavia pacifica,Pacific Loon,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1238,GRCA,Grand Canyon,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1239,GRCA,Grand Canyon,Gruiformes,Rallidae,Fulica americana,American Coot,N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1240,GRCA,Grand Canyon,Gruiformes,Rallidae,Gallinula galeata,Common Gallinule,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
GRCA-1241,GRCA,Grand Canyon,Gruiformes,Rallidae,Porzana carolina,Sora,N/A,Approved,Present,Native,Rare,Winter,Least Concern,False,,False
GRCA-1242,GRCA,Grand Canyon,Gruiformes,Rallidae,Rallus limicola,Virginia Rail,N/A,Approved,Present,Native,Rare,Winter,Least Concern,False,,False
GRCA-1243,GRCA,Grand Canyon,Gruiformes,Rallidae,Rallus longirostris,Clapper Rail,N/A,Approved,Present,Native,Occasional,Summer,Species of Concern,True,,False
GRCA-1244,GRCA,Grand Canyon,Gruiformes,Rallidae,Rallus longirostris yumanensis,Clapper Rail (yumanensis subspecies),N/A,Approved,Present,Native,Occasional,Summer,Endangered,True,,False
GRCA-1245,GRCA,Grand Canyon,Passeriformes,Aegithalidae,Psaltriparus minimus,Bushtit,N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1246,GRCA,Grand Canyon,Passeriformes,Aegithalidae,Psaltriparus minimus plumbeus,Bushtit (plumbeus subspecies),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1247,GRCA,Grand Canyon,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1248,GRCA,Grand Canyon,Passeriformes,Alaudidae,Eremophila alpestris enthymia,Horned Lark (enthymia subspecies),N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1249,GRCA,Grand Canyon,Passeriformes,Alaudidae,Eremophila alpestris leucolaema,Horned Lark (leucolaema subspecies),N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1250,GRCA,Grand Canyon,Passeriformes,Alaudidae,Eremophila alpestris occidentalis,Horned Lark (occidentalis subspecies),N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1251,GRCA,Grand Canyon,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,N/A,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
GRCA-1252,GRCA,Grand Canyon,Passeriformes,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1253,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1254,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Passerina caerulea,Blue Grosbeak,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1255,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Passerina caerulea interfusa,Blue Grosbeak (interfusa subspecies),N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1256,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Passerina ciris,Painted Bunting,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1257,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
GRCA-1258,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-Breasted Grosbeak,N/A,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
GRCA-1259,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Pheucticus melanocephalus,Black-Headed Grosbeak,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1260,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Pheucticus melanocephalus melanocephalus,Black-Headed Grosbeak (melanocephalus subspecies),N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1261,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Piranga flava,Hepatic Tanager,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
GRCA-1262,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1263,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Piranga olivacea,Scarlet Tanager,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1264,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,N/A,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
GRCA-1265,GRCA,Grand Canyon,Passeriformes,Cardinalidae,Spiza americana,Dickcissel,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
GRCA-1266,GRCA,Grand Canyon,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,N/A,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
GRCA-1267,GRCA,Grand Canyon,Passeriformes,Certhiidae,Certhia americana montana,Brown Creeper (montana subspecies),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1268,GRCA,Grand Canyon,Passeriformes,Cinclidae,Cinclus mexicanus,American Dipper,N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1269,GRCA,Grand Canyon,Passeriformes,Cinclidae,Cinclus mexicanus unicolor,American Dipper (unicolor subspecies),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1270,GRCA,Grand Canyon,Passeriformes,Corvidae,Aphelocoma californica,Western Scrub-Jay,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1271,GRCA,Grand Canyon,Passeriformes,Corvidae,Corvus brachyrhynchos,American Crow,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
GRCA-1272,GRCA,Grand Canyon,Passeriformes,Corvidae,Corvus corax,Common Raven,N/A,Approved,Present,Native,Abundant,Winter,Least Concern,False,,False
GRCA-1273,GRCA,Grand Canyon,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1274,GRCA,Grand Canyon,Passeriformes,Corvidae,Cyanocitta stelleri,Steller's Jay,N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1275,GRCA,Grand Canyon,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,N/A,Approved,Present,Native,Abundant,Breeder,Species of Concern,True,,False
GRCA-1276,GRCA,Grand Canyon,Passeriformes,Corvidae,Nucifraga columbiana,Clark's Nutcracker,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1277,GRCA,Grand Canyon,Passeriformes,Corvidae,Pica hudsonia,Black-Billed Magpie,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
GRCA-1278,GRCA,Grand Canyon,Passeriformes,Emberizidae,Aimophila ruficeps,Rufous-Crowned Sparrow,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
GRCA-1279,GRCA,Grand Canyon,Passeriformes,Emberizidae,Aimophila ruficeps scottii,Rufous-Crowned Sparrow (scottii subspecies),N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
GRCA-1280,GRCA,Grand Canyon,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,N/A,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
GRCA-1281,GRCA,Grand Canyon,Passeriformes,Emberizidae,Ammodramus savannarum perpallidus,Grasshopper Sparrow (perpallidus subspecies),N/A,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,,False
GRCA-1282,GRCA,Grand Canyon,Passeriformes,Emberizidae,Amphispiza bilineata,Black-Throated Sparrow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1283,GRCA,Grand Canyon,Passeriformes,Emberizidae,Amphispiza bilineata deserticola,Black-Throated Sparrow (deserticola subspecies),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1284,GRCA,Grand Canyon,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,N/A,Approved,Present,Native,Uncommon,Winter,Least Concern,False,,False
GRCA-1285,GRCA,Grand Canyon,Passeriformes,Emberizidae,Artemisiospiza nevadensis,Sagebrush Sparrow,N/A,Approved,Present,Native,Uncommon,Winter,Least Concern,False,,False
GRCA-1286,GRCA,Grand Canyon,Passeriformes,Emberizidae,Calamospiza melanocorys,Lark Bunting,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1287,GRCA,Grand Canyon,Passeriformes,Emberizidae,Chondestes grammacus,Lark Sparrow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1288,GRCA,Grand Canyon,Passeriformes,Emberizidae,Chondestes grammacus strigatus,Lark Sparrow (strigatus subspecies),N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1289,GRCA,Grand Canyon,Passeriformes,Emberizidae,Junco hyemalis,Dark-Eyed Junco,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1290,GRCA,Grand Canyon,Passeriformes,Emberizidae,Junco hyemalis caniceps,Dark-Eyed Junco (Gray-Headed),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1291,GRCA,Grand Canyon,Passeriformes,Emberizidae,Junco hyemalis cismontanus,Dark-Eyed Junco (Cassiar),N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
GRCA-1292,GRCA,Grand Canyon,Passeriformes,Emberizidae,Junco hyemalis dorsalis,Dark-Eyed Junco (Red-Backed),N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
GRCA-1293,GRCA,Grand Canyon,Passeriformes,Emberizidae,Junco hyemalis hyemalis,Dark-Eyed Junco (Slate-Colored),N/A,Approved,Present,Native,Uncommon,Winter,Least Concern,False,,False
GRCA-1294,GRCA,Grand Canyon,Passeriformes,Emberizidae,Junco hyemalis mearnsi,Dark-Eyed Junco (Pink-Sided),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1295,GRCA,Grand Canyon,Passeriformes,Emberizidae,Junco hyemalis shufeldti,Dark-Eyed Junco (shufeldti subspecies),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1296,GRCA,Grand Canyon,Passeriformes,Emberizidae,Junco hyemalis thurberi,Dark-Eyed Junco (thurberi subspecies),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1297,GRCA,Grand Canyon,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,N/A,Approved,Present,Native,Rare,Winter,Least Concern,False,,False
GRCA-1298,GRCA,Grand Canyon,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,N/A,Approved,Present,Native,Uncommon,Winter,Species of Concern,True,,False
GRCA-1299,GRCA,Grand Canyon,Passeriformes,Emberizidae,Melospiza lincolnii lincolnii,Lincoln's Sparrow (lincolnii subspecies),N/A,Approved,Present,Native,Uncommon,Winter,Least Concern,False,,False
GRCA-1300,GRCA,Grand Canyon,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1301,GRCA,Grand Canyon,Passeriformes,Emberizidae,Melospiza melodia montana,Song Sparrow (montana subspecies),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1302,GRCA,Grand Canyon,Passeriformes,Emberizidae,Pipilo fuscus,Canyon Towhee,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
GRCA-1303,GRCA,Grand Canyon,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,N/A,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
GRCA-1304,GRCA,Grand Canyon,Passeriformes,Emberizidae,Passerculus sandwichensis nevadensis,Savannah Sparrow (nevadensis subspecies),N/A,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
GRCA-1305,GRCA,Grand Canyon,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
GRCA-1306,GRCA,Grand Canyon,Passeriformes,Emberizidae,Aimophila cassinii,Cassin's Sparrow,N/A,Approved,Not Present,Native,Unknown,Vagrant,Least Concern,False,,False
GRCA-1307,GRCA,Grand Canyon,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,N/A,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
GRCA-1308,GRCA,Grand Canyon,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1309,GRCA,Grand Canyon,Passeriformes,Emberizidae,Pipilo maculatus montanus,Spotted Towhee (montanus subspecies),N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1310,GRCA,Grand Canyon,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
GRCA-1311,GRCA,Grand Canyon,Passeriformes,Emberizidae,Pooecetes gramineus confinis,Vesper Sparrow (confinis subspecies),N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
GRCA-1312,GRCA,Grand Canyon,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1313,GRCA,Grand Canyon,Passeriformes,Emberizidae,Spizella atrogularis,Black-Chinned Sparrow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1314,GRCA,Grand Canyon,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,N/A,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
GRCA-1315,GRCA,Grand Canyon,Passeriformes,Emberizidae,Spizella pallida,Clay-Colored Sparrow,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1316,GRCA,Grand Canyon,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1317,GRCA,Grand Canyon,Passeriformes,Emberizidae,Spizella passerina arizonae,Chipping Sparrow (arizonae subspecies),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1318,GRCA,Grand Canyon,Passeriformes,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow,N/A,Approved,Present,Native,Rare,Winter,Least Concern,False,,False
GRCA-1319,GRCA,Grand Canyon,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-Crowned Sparrow,N/A,Approved,Present,Native,Rare,Winter,Least Concern,False,,False
GRCA-1320,GRCA,Grand Canyon,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow,N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1321,GRCA,Grand Canyon,Passeriformes,Emberizidae,Zonotrichia leucophrys gambelii,White-Crowned Sparrow (gambelii subspecies),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1322,GRCA,Grand Canyon,Passeriformes,Emberizidae,Zonotrichia leucophrys oriantha,White-Crowned Sparrow (Mountain Subspecies),N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1323,GRCA,Grand Canyon,Passeriformes,Emberizidae,Zonotrichia querula,Harris's Sparrow,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1324,GRCA,Grand Canyon,Passeriformes,Fringillidae,Carduelis flammea,Common Redpoll,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1325,GRCA,Grand Canyon,Passeriformes,Fringillidae,Carpodacus cassinii,Cassin's Finch,N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1326,GRCA,Grand Canyon,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch,N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1327,GRCA,Grand Canyon,Passeriformes,Fringillidae,Haemorhous mexicanus frontalis,House Finch,N/A,Approved,Present,Native,Common,Winter,Least Concern,False,,False
GRCA-1328,GRCA,Grand Canyon,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1329,GRCA,Grand Canyon,Passeriformes,Fringillidae,Haemorhous purpureus californicus,Purple Finch,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1330,GRCA,Grand Canyon,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,N/A,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
GRCA-1331,GRCA,Grand Canyon,Passeriformes,Fringillidae,Hesperiphona vespertina brooksi,Evening Grosbeak,N/A,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
GRCA-1332,GRCA,Grand Canyon,Passeriformes,Fringillidae,Hesperiphona vespertina montana,Evening Grosbeak,N/A,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
GRCA-1333,GRCA,Grand Canyon,Passeriformes,Fringillidae,Leucosticte atrata,Black Rosy-Finch,N/A,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
GRCA-1334,GRCA,Grand Canyon,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,N/A,Approved,Present,Native,Occasional,Breeder,Species of Concern,True,,False
GRCA-1335,GRCA,Grand Canyon,Passeriformes,Fringillidae,Loxia curvirostra bendirei,Red Crossbill (bendirei subspecies),N/A,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
GRCA-1336,GRCA,Grand Canyon,Passeriformes,Fringillidae,Loxia curvirostra grinnelli,Red Crossbill (grinnelli subspecies),N/A,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
GRCA-1337,GRCA,Grand Canyon,Passeriformes,Fringillidae,Loxia curvirostra stricklandi,Red Crossbill (stricklandi subspecies),N/A,Approved,Present,Native,Occasional,Breeder,Least Concern,False,,False
GRCA-1338,GRCA,Grand Canyon,Passeriformes,Fringillidae,Loxia leucoptera,White-Winged Crossbill,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1339,GRCA,Grand Canyon,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak,N/A,Approved,Present,Native,Occasional,Winter,Least Concern,False,,False
GRCA-1340,GRCA,Grand Canyon,Passeriformes,Fringillidae,Pinicola enucleator montana,Pine Grosbeak (montana subspecies),N/A,Approved,Present,Native,Occasional,Winter,Least Concern,False,,False
GRCA-1341,GRCA,Grand Canyon,Passeriformes,Fringillidae,Carduelis lawrencei,Lawrence's Goldfinch,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1342,GRCA,Grand Canyon,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1343,GRCA,Grand Canyon,Passeriformes,Fringillidae,Spinus pinus pinus,Pine Siskin,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1344,GRCA,Grand Canyon,Passeriformes,Fringillidae,Carduelis psaltria,Lesser Goldfinch,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1345,GRCA,Grand Canyon,Passeriformes,Fringillidae,Spinus psaltria hesperophilus,Lesser Goldfinch,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1346,GRCA,Grand Canyon,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,N/A,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
GRCA-1347,GRCA,Grand Canyon,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,N/A,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
GRCA-1348,GRCA,Grand Canyon,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
GRCA-1349,GRCA,Grand Canyon,Passeriformes,Hirundinidae,Progne subis,Purple Martin,N/A,Approved,Present,Native,Occasional,Resident,Species of Concern,True,,False
GRCA-1350,GRCA,Grand Canyon,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,N/A,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
GRCA-1351,GRCA,Grand Canyon,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,N/A,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
GRCA-1352,GRCA,Grand Canyon,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,N/A,Approved,Present,Native,Rare,Breeder,Species of Concern,True,,False
GRCA-1353,GRCA,Grand Canyon,Passeriformes,Hirundinidae,Tachycineta thalassina,Violet-Green Swallow,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1354,GRCA,Grand Canyon,Passeriformes,Hirundinidae,Tachycineta thalassina thalassina,Violet-Green Swallow (thalassina subspecies),N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1355,GRCA,Grand Canyon,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,N/A,Approved,Present,Native,Occasional,Winter,Least Concern,False,,False
GRCA-1356,GRCA,Grand Canyon,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1357,GRCA,Grand Canyon,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
GRCA-1358,GRCA,Grand Canyon,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1359,GRCA,Grand Canyon,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,N/A,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
GRCA-1360,GRCA,Grand Canyon,Passeriformes,Icteridae,Icterus cucullatus,Hooded Oriole,N/A,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
GRCA-1361,GRCA,Grand Canyon,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",N/A,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
