,species_id,park_code,park_name,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected
262,ACAD-1262,ACAD,Acadia,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,"Cliff Swallow, Eastern Cliff Swallow, Eave Swallow, Northern Cliff Swallow",Approved,Present,Native,Common,Breeder,Least Concern,False
263,ACAD-1263,ACAD,Acadia,Passeriformes,Hirundinidae,Progne subis,"Northern Purple Martin, Purple Martin",Approved,Present,Native,Unknown,Unknown,Species of Concern,True
264,ACAD-1264,ACAD,Acadia,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Common Bank Swallow",Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
265,ACAD-1265,ACAD,Acadia,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,"Northern Rough-Winged Swallow, Rough-Winged Swallow",Approved,Present,Native,Unknown,Unknown,Least Concern,False
267,ACAD-1267,ACAD,Acadia,Passeriformes,Icteridae,Agelaius phoeniceus,"Eastern Red-Wing, Eastern Red-Winged Blackbird, Red-Winged Blackbird",Approved,Present,Native,Common,Breeder,Least Concern,False
271,ACAD-1271,ACAD,Acadia,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
272,ACAD-1272,ACAD,Acadia,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",Approved,Present,Native,Common,Breeder,Least Concern,False
274,ACAD-1274,ACAD,Acadia,Passeriformes,Icteridae,Molothrus ater,"Brown-Headed Cowbird, Cowbird, Eastern Cowbird",Approved,Present,Native,Abundant,Breeder,Least Concern,False
275,ACAD-1275,ACAD,Acadia,Passeriformes,Icteridae,Quiscalus quiscula,"Bronzed Grackle, Common Grackle",Approved,Present,Native,Abundant,Unknown,Least Concern,False
278,ACAD-1278,ACAD,Acadia,Passeriformes,Laniidae,Lanius excubitor,"Great Gray Shrike, Northern Shrike",Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False
279,ACAD-1279,ACAD,Acadia,Passeriformes,Laniidae,Lanius ludovicianus,"Loggerhead Shrike, Migrant Loggerhead Shrike, Migrant Shrike",Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Species of Concern,True
280,ACAD-1280,ACAD,Acadia,Passeriformes,Mimidae,Dumetella carolinensis,"Catbird, Gray Catbird",Approved,Present,Native,Abundant,Breeder,Least Concern,False
281,ACAD-1281,ACAD,Acadia,Passeriformes,Mimidae,Mimus polyglottos,"Eastern Mockingbird, Mockingbird, Northern Mockingbird",Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Least Concern,False
282,ACAD-1282,ACAD,Acadia,Passeriformes,Mimidae,Toxostoma rufum,"Brown Thrasher, Eastern Brown Thrasher",Approved,Present,Native,Common,Breeder,Least Concern,False
283,ACAD-1283,ACAD,Acadia,Passeriformes,Motacillidae,Anthus rubescens,"American Pipit, American Water Pipit, Water Pipit",Approved,Present,Native,Common,Migratory,Least Concern,False
284,ACAD-1284,ACAD,Acadia,Passeriformes,Muscicapidae,Oenanthe oenanthe,"Greenland Wheatear, Northern Wheatear",Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False
286,ACAD-1286,ACAD,Acadia,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee,Approved,Present,Native,Abundant,Breeder,Least Concern,False
287,ACAD-1287,ACAD,Acadia,Passeriformes,Paridae,Poecile hudsonicus,Acadian Boreal Chickadee,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
288,ACAD-1288,ACAD,Acadia,Passeriformes,Parulidae,Dendroica caerulescens,"Black-Throated Blue Warbler, Northern Black-Throated Blue Warbler",Approved,Present,Native,Common,Breeder,Least Concern,False
291,ACAD-1291,ACAD,Acadia,Passeriformes,Parulidae,Dendroica coronata,"Butter Butt, Eastern Myrtle Warbler, Myrtle Warbler, Yellow-Rumped Warbler",Approved,Present,Native,Common,Breeder,Least Concern,False
292,ACAD-1292,ACAD,Acadia,Passeriformes,Parulidae,Dendroica discolor,"Northern Prairie Warbler, Prairie Warbler",Approved,Present,Unknown,Unknown,Unknown,Least Concern,False
296,ACAD-1296,ACAD,Acadia,Passeriformes,Parulidae,Dendroica palmarum,"Palm Warbler, Yellow Palm Warbler",Approved,Present,Native,Common,Breeder,Least Concern,False
298,ACAD-1298,ACAD,Acadia,Passeriformes,Parulidae,Dendroica petechia,"Eastern Yellow Warbler, Yellow Warbler",Approved,Present,Native,Common,Breeder,Least Concern,False
299,ACAD-1299,ACAD,Acadia,Passeriformes,Parulidae,Dendroica pinus,"Northern Pine Warbler, Pine Warbler",Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False
300,ACAD-1300,ACAD,Acadia,Passeriformes,Parulidae,Dendroica striata,"Blackpoll Warbler, Black-Poll Warbler",Approved,Present,Native,Common,Breeder,Least Concern,False
302,ACAD-1302,ACAD,Acadia,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,Approved,Present,Not Native,Rare,Vagrant,Least Concern,False
303,ACAD-1303,ACAD,Acadia,Passeriformes,Parulidae,Dendroica virens,"Black-Throated Green Warbler, Northern Black-Throated Green Warbler",Approved,Present,Native,Abundant,Breeder,Least Concern,False
304,ACAD-1304,ACAD,Acadia,Passeriformes,Parulidae,Geothlypis trichas,"Common Yellowthroat, Maryland Yellow Throat, Maryland Yellowthroat, Northern Yellowthroat, Northern Yellow-Throat, Yellowthroat, Yellow-Throat",Approved,Present,Native,Abundant,Breeder,Least Concern,False
306,ACAD-1306,ACAD,Acadia,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Species of Concern,True
307,ACAD-1307,ACAD,Acadia,Passeriformes,Parulidae,Mniotilta varia,"Black And White Creeper, Black And White Warbler, Black-And-White Warbler",Approved,Present,Native,Common,Breeder,Least Concern,False
311,ACAD-1311,ACAD,Acadia,Passeriformes,Parulidae,Parula americana,"Northern Parula, Northern Parula Warbler, Parula Warbler",Approved,Present,Native,Common,Breeder,Least Concern,False
313,ACAD-1313,ACAD,Acadia,Passeriformes,Parulidae,Seiurus aurocapillus,"Common Oven-Bird, Ovenbird",Approved,Present,Native,Common,Breeder,Least Concern,False
314,ACAD-1314,ACAD,Acadia,Passeriformes,Parulidae,Seiurus motacilla,"Louisiana Waterthrush, Louisiana Water-Thrush",Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
315,ACAD-1315,ACAD,Acadia,Passeriformes,Parulidae,Seiurus noveboracensis,"Northern Waterthrush, Northern Water-Thrush",Approved,Present,Native,Uncommon,Breeder,Least Concern,False
316,ACAD-1316,ACAD,Acadia,Passeriformes,Parulidae,Setophaga ruticilla,"American Redstart, Redstart",Approved,Present,Native,Abundant,Breeder,Least Concern,False
317,ACAD-1317,ACAD,Acadia,Passeriformes,Parulidae,Vermivora celata,"Eastern Orange-Crowned Warbler, Orange-Crowned Warbler",Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False
321,ACAD-1321,ACAD,Acadia,Passeriformes,Parulidae,Vermivora ruficapilla,"Eastern Nashville Warbler, Nashville Warbler",Approved,Present,Native,Common,Breeder,Species of Concern,True
324,ACAD-1324,ACAD,Acadia,Passeriformes,Parulidae,Wilsonia pusilla,"Wilson's Pileolated Warbler, Wilson's Warbler",Approved,Present,Native,Common,Breeder,Species of Concern,True
325,ACAD-1325,ACAD,Acadia,Passeriformes,Passeridae,Passer domesticus,"English Sparrow, European House Sparrow, House Sparrow",Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False
326,ACAD-1326,ACAD,Acadia,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher,Approved,Present,Native,Rare,Migratory,Least Concern,False
327,ACAD-1327,ACAD,Acadia,Passeriformes,Regulidae,Regulus calendula,"Eastern Ruby-Crowned Kinglet, Ruby-Crowned Kinglet",Approved,Present,Native,Common,Breeder,Least Concern,False
328,ACAD-1328,ACAD,Acadia,Passeriformes,Regulidae,Regulus satrapa,"Eastern Golden-Crowned Kinglet, Golden-Crowned Kinglet",Approved,Present,Native,Common,Breeder,Least Concern,False
330,ACAD-1330,ACAD,Acadia,Passeriformes,Sittidae,Sitta carolinensis,"Eastern White-Breasted Nuthatch, White-Breasted Nuthatch",Approved,Present,Native,Common,Unknown,Least Concern,False
331,ACAD-1331,ACAD,Acadia,Passeriformes,Sturnidae,Sturnus vulgaris,"Common Starling, European Starling, Starling",Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False
332,ACAD-1332,ACAD,Acadia,Passeriformes,Troglodytidae,Cistothorus palustris,"Long-Billed Marsh Wren, Marsh Wren, Prairie Marsh Wren",Approved,Present,Native,Rare,Resident,Least Concern,False
333,ACAD-1333,ACAD,Acadia,Passeriformes,Troglodytidae,Cistothorus platensis,"Sedge Wren, Short-Billed Marsh Wren, Short-Billed Sedge Wren",Approved,Present,Native,Rare,Resident,Least Concern,False
334,ACAD-1334,ACAD,Acadia,Passeriformes,Troglodytidae,Thryomanes bewickii,"Bewick's Wren, Eastern Bewick's Wren",Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False
335,ACAD-1335,ACAD,Acadia,Passeriformes,Troglodytidae,Thryothorus ludovicianus,"Carolina Wren, Northern Carolina Wren",Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
336,ACAD-1336,ACAD,Acadia,Passeriformes,Troglodytidae,Troglodytes aedon,"Eastern House Wren, House Wren",Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False
337,ACAD-1337,ACAD,Acadia,Passeriformes,Troglodytidae,Troglodytes troglodytes,"Eastern Winter Wren, Winter Wren",Approved,Present,Native,Common,Breeder,Least Concern,False
338,ACAD-1338,ACAD,Acadia,Passeriformes,Turdidae,Catharus bicknelli,"Bicknell's Gray-Cheeked Thrush, Bicknell's Thrush",Approved,Not Confirmed,Not Native,Unknown,Migratory,Under Review,True
339,ACAD-1339,ACAD,Acadia,Passeriformes,Turdidae,Catharus fuscescens,"Eastern Veery, Veery, Wilson's Thrush",Approved,Present,Native,Common,Breeder,Least Concern,False
340,ACAD-1340,ACAD,Acadia,Passeriformes,Turdidae,Catharus guttatus,"Eastern Hermit Thrush, Hermit Thrush",Approved,Present,Native,Common,Breeder,Least Concern,False
341,ACAD-1341,ACAD,Acadia,Passeriformes,Turdidae,Catharus minimus,"Gray-Cheeked Thrush, Northern Gray-Cheeked Thrush",Approved,Present,Native,Rare,Migratory,Least Concern,False
342,ACAD-1342,ACAD,Acadia,Passeriformes,Turdidae,Catharus ustulatus,"Olive-Backed Swainson's Thrush, Olive-Backed Thrush, Swainson's Thrush",Approved,Present,Native,Common,Breeder,Least Concern,False
345,ACAD-1345,ACAD,Acadia,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
346,ACAD-1346,ACAD,Acadia,Passeriformes,Turdidae,Sialia sialis,"Bluebird, Eastern Bluebird",Approved,Present,Native,Uncommon,Unknown,Least Concern,False
347,ACAD-1347,ACAD,Acadia,Passeriformes,Turdidae,Turdus migratorius,"American Robin, Eastern Robin",Approved,Present,Native,Abundant,Breeder,Least Concern,False
348,ACAD-1348,ACAD,Acadia,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
349,ACAD-1349,ACAD,Acadia,Passeriformes,Tyrannidae,Contopus virens,"Eastern Wood Pewee, Wood Pewee",Approved,Present,Native,Common,Breeder,Least Concern,False
352,ACAD-1352,ACAD,Acadia,Passeriformes,Tyrannidae,Empidonax minimus,"Chebec, Least Flycatcher",Approved,Present,Native,Common,Breeder,Least Concern,False
353,ACAD-1353,ACAD,Acadia,Passeriformes,Tyrannidae,Empidonax traillii,"Alder Traill's Flycatcher, Traills Flycatcher, Willow Flycatcher",Approved,Present,Native,Rare,Unknown,Species of Concern,True
355,ACAD-1355,ACAD,Acadia,Passeriformes,Tyrannidae,Myiarchus crinitus,"Crested Flycatcher, Great Crested Flycatcher, Northern Crested Flycatcher",Approved,Present,Native,Common,Breeder,Least Concern,False
356,ACAD-1356,ACAD,Acadia,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True
357,ACAD-1357,ACAD,Acadia,Passeriformes,Tyrannidae,Sayornis phoebe,"Eastern Phoebe, Phoebe",Approved,Present,Native,Common,Breeder,Least Concern,False
358,ACAD-1358,ACAD,Acadia,Passeriformes,Tyrannidae,Sayornis saya,Say's Phoebe,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
361,ACAD-1361,ACAD,Acadia,Passeriformes,Tyrannidae,Tyrannus verticalis,"Arkansas Kingbird, Western Kingbird",Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
363,ACAD-1363,ACAD,Acadia,Passeriformes,Vireonidae,Vireo gilvus,"Eastern Warbling Vireo, Warbling Vireo",Approved,Present,Native,Occasional,Unknown,Least Concern,False
364,ACAD-1364,ACAD,Acadia,Passeriformes,Vireonidae,Vireo griseus,"Northern White-Eyed Vireo, White-Eyed Vireo",Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False
367,ACAD-1367,ACAD,Acadia,Passeriformes,Vireonidae,Vireo solitarius,"Blue-Headed Solitary Vireo, Blue-Headed Vireo, Solitary Vireo",Approved,Present,Native,Common,Breeder,Least Concern,False
368,ACAD-1368,ACAD,Acadia,Pelecaniformes,Ardeidae,Ardea alba,"American Egret, Common Egret?, Great Egret",Approved,Present,Native,Occasional,Migratory,Least Concern,False
369,ACAD-1369,ACAD,Acadia,Pelecaniformes,Ardeidae,Ardea herodias,"Great Blue Heron, Northern Great Blue Heron",Approved,Present,Native,Common,Unknown,Species of Concern,True
371,ACAD-1371,ACAD,Acadia,Pelecaniformes,Ardeidae,Bubulcus ibis,Cattle Egret,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
372,ACAD-1372,ACAD,Acadia,Pelecaniformes,Ardeidae,Butorides virescens,"Eastern Green Heron, Green Heron, Green-Backed Heron",Approved,Present,Native,Uncommon,Unknown,Least Concern,False
373,ACAD-1373,ACAD,Acadia,Pelecaniformes,Ardeidae,Egretta caerulea,"Little Blue Heron, Northern Little Blue Heron",Approved,Present,Not Native,Occasional,Vagrant,Least Concern,False
376,ACAD-1376,ACAD,Acadia,Pelecaniformes,Ardeidae,Ixobrychus exilis,"Least Bittern, Eastern Least Bittern",Approved,Present,Native,Rare,Breeder,Least Concern,False
377,ACAD-1377,ACAD,Acadia,Pelecaniformes,Ardeidae,Nyctanassa violacea,"Yellow-Crowned Night Heron, Yellow-Crowned Night-Heron",Approved,Present,Not Native,Occasional,Vagrant,Least Concern,False
378,ACAD-1378,ACAD,Acadia,Pelecaniformes,Ardeidae,Nycticorax nycticorax,"Black-Crowned Night Heron, Black-Crowned Night-Heron",Approved,Present,Native,Occasional,Unknown,Species of Concern,True
379,ACAD-1379,ACAD,Acadia,Pelecaniformes,Ardeidae,Nycticorax violaceus,"Yellow-Crowned Night Heron, Yellow-Crowned Night-Heron",Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False
380,ACAD-1380,ACAD,Acadia,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,"American White Pelican, White Pelican",Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True
382,ACAD-1382,ACAD,Acadia,Pelecaniformes,Threskiornithidae,Plegadis falcinellus,"Eastern Glossy Ibis, Glossy Ibis",Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False
383,ACAD-1383,ACAD,Acadia,Piciformes,Picidae,Colaptes auratus,"Common Flicker, Flicker, Golden-Winged Flicker, Northern Flicker, Northern Yellow-Shafted Flicker, Yellow-Shafted Flicker",Approved,Present,Native,Common,Breeder,Least Concern,False
384,ACAD-1384,ACAD,Acadia,Piciformes,Picidae,Dryocopus pileatus,"Northern Pileated Woodpecker, Pileated Woodpecker",Approved,Present,Native,Common,Unknown,Species of Concern,True
385,ACAD-1385,ACAD,Acadia,Piciformes,Picidae,Melanerpes carolinus,"Eastern Red-Bellied Woodpecker, Red-Bellied Woodpecker",Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False
386,ACAD-1386,ACAD,Acadia,Piciformes,Picidae,Melanerpes erythrocephalus,"Eastern Red-Headed Woodpecker, Red-Headed Woodpecker",Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
387,ACAD-1387,ACAD,Acadia,Piciformes,Picidae,Picoides arcticus,"Arctic Three-Toed Woodpecker, Black-Backed Three-Toed Woodpecker, Black-Backed Woodpecker",Approved,Present,Native,Occasional,Breeder,Under Review,True
388,ACAD-1388,ACAD,Acadia,Piciformes,Picidae,Picoides pubescens,"Downy Woodpecker, Northern Downy Woodpecker",Approved,Present,Native,Abundant,Breeder,Species of Concern,True
389,ACAD-1389,ACAD,Acadia,Piciformes,Picidae,Picoides tridactylus,"American Three-Toed Woodpecker, Northern Three-Toed Woodpecker, Three-Toed Woodpecker",Approved,Present,Not Native,Unknown,Vagrant,Species of Concern,True
390,ACAD-1390,ACAD,Acadia,Piciformes,Picidae,Picoides villosus,"Eastern Hairy Woodpecker, Hairy Woodpecker",Approved,Present,Native,Common,Breeder,Least Concern,False
393,ACAD-1393,ACAD,Acadia,Podicipediformes,Podicipedidae,Podiceps grisegena,"Holboell's Grebe, Holboell's Red-Necked Grebe, Red-Necked Grebe",Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False
394,ACAD-1394,ACAD,Acadia,Podicipediformes,Podicipedidae,Podiceps nigricollis,Eared Grebe,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
397,ACAD-1397,ACAD,Acadia,Procellariiformes,Hydrobatidae,Oceanites oceanicus,"Atlantic Wilson's Petrel, Wilson's Petrel, Wilson's Storm-Petrel",Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False
398,ACAD-1398,ACAD,Acadia,Procellariiformes,Hydrobatidae,Oceanodroma leucorhoa,"Leach's Petrel, Leach's Storm-Petrel, Northern Leach's Petrel",Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False
399,ACAD-1399,ACAD,Acadia,Procellariiformes,Procellariidae,Calonectris diomedea,"Cory's Cinereous Shearwater, Cory's Shearwater, North Atlantic Shearwater",Approved,Not Confirmed,Not Native,Unknown,Migratory,Least Concern,False
400,ACAD-1400,ACAD,Acadia,Procellariiformes,Procellariidae,Fulmarus glacialis,"Atlantic Fulmar, Northern Fulmar",Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False
403,ACAD-1403,ACAD,Acadia,Procellariiformes,Procellariidae,Puffinus puffinus,"Manx Common Shearwater, Manx Shearwater",Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False
404,ACAD-1404,ACAD,Acadia,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl,Approved,Present,Native,Uncommon,Unknown,Least Concern,False
405,ACAD-1405,ACAD,Acadia,Strigiformes,Strigidae,Aegolius funereus,"American Tengmalm's Owl, Boreal Owl, Richardson's Owl, Tengmalms' Owl",Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
406,ACAD-1406,ACAD,Acadia,Strigiformes,Strigidae,Asio flammeus,"Northern Short-Eared Owl, Short-Eared Owl",Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Species of Concern,True
407,ACAD-1407,ACAD,Acadia,Strigiformes,Strigidae,Asio otus,"American Long-Eared Owl, Long-Eared Owl",Approved,Present,Native,Rare,Resident,Species of Concern,True
408,ACAD-1408,ACAD,Acadia,Strigiformes,Strigidae,Bubo virginianus,"Eastern Horned Owl, Great Horned Owl",Approved,Present,Native,Uncommon,Breeder,Least Concern,False
410,ACAD-1410,ACAD,Acadia,Strigiformes,Strigidae,Otus asio,"Eastern Screech-Owl, Screech Owl",Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False
411,ACAD-1411,ACAD,Acadia,Strigiformes,Strigidae,Strix nebulosa,"American Great Gray Owl, Great Gray Owl",Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
412,ACAD-1412,ACAD,Acadia,Strigiformes,Strigidae,Strix varia,"Barred Owl, Northern Barred Owl",Approved,Present,Native,Uncommon,Breeder,Least Concern,False
413,ACAD-1413,ACAD,Acadia,Strigiformes,Strigidae,Surnia ulula,"American Hawk Owl, Hawk Owl, Northern Hawk Owl",Approved,Present,Not Native,Occasional,Vagrant,Least Concern,False
414,ACAD-1414,ACAD,Acadia,Strigiformes,Tytonidae,Tyto alba,"Barn Owl, North American Barn Owl",Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False
415,ACAD-1415,ACAD,Acadia,Suliformes,Fregatidae,Fregata magnificens,"Magnificent Frigatebird, Man-O'-War-Bird",Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False
416,ACAD-1416,ACAD,Acadia,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,"Double-Crested Cormorant, Northern Double-Crested Cormorant",Approved,Present,Native,Abundant,Resident,Species of Concern,True
417,ACAD-1417,ACAD,Acadia,Suliformes,Phalacrocoracidae,Phalacrocorax carbo,"European Cormorant, Great Cormorant",Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False
418,ACAD-1418,ACAD,Acadia,Suliformes,Sulidae,Morus bassanus,"Gannet, Northern Gannet",Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False
1769,ARCH-1060,ARCH,Arches,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,Approved,Present,Native,Rare,Migratory,Least Concern,False
